StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Informed Consent,Role Clarity 1,Role Clarity 2,Role Clarity 3,Role Clarity 4,Role Clarity 5,Level of Engagement 1,Level of Engagement 2,Level of Engagement 3,Level of Engagement 4,Level of Engagement 5,Level of Engagement 6,Level of Engagement 7,Level of Engagement 8,Attention Check,Level of Engagement 9,Turnover Intention 1,Turnover Intention 2,Turnover Intention 3,Turnover Intention 4,Turnover Intention 5,Office Location,Degree of Burnout 1,Degree of Burnout 2,Degree of Burnout 3,Degree of Burnout 4,Degree of Burnout 5,Degree of Burnout 6,Degree of Burnout 7,Degree of Burnout 8,Degree of Burnout 9,Degree of Burnout 1,Degree of Burnout 2,Degree of Burnout 3,Degree of Burnout 4,Degree of Burnout 5,Degree of Burnout 6,Degree of Burnout 7,Degree of Burnout 8,Degree of Burnout 9,Worker Wellbeing 1,Worker Wellbeing 2,Worker Wellbeing 3,Worker Wellbeing 4,Worker Wellbeing 5,Worker Wellbeing 6,Worker Wellbeing 7,Worker Wellbeing 8,Manager Support 1,Manager Support 2,Manager Support 3,Manager Support 4,Manager Support 5,Manager Support 6,Manager Support 7,Manager Support 8,Manager Support 9,Manager Support 10,Year Born,Gender,Ethnicity,V8_1,V8_2,V8_3,V8_4,V8_5
6/17/22 15:25,6/17/22 15:42,0,68.204.190.69,100,1040,1,6/17/22 15:42,R_UKnyBmAvlco6ScN,,,,,40.6566,-111.8907,anonymous,EN,1,slightly disagree,agree,agree,agree,neutral,7,4,1,6,1,5,7,5,12,2,2,3,1,5,4,1,7,1,3,3,4,3,2,1,4,,,,,,,,,,4,2,7,6,1,2,7,3,7,7,7,7,3,6,3,6,2,3,1986,Non-Binary,5,7,7,7,7,7
6/17/22 16:40,6/17/22 16:51,0,68.204.190.70,100,660,1,6/17/22 16:51,R_2QQCAgfFVrEFdTp,,,,,27.8672,-82.3503,anonymous,EN,1,agree,slightly agree,disagree,strongly disagree,strongly agree,4,4,2,3,1,7,1,3,12,3,4,3,6,4,2,1,5,4,7,1,3,6,7,7,5,,,,,,,,,,2,5,3,3,2,2,5,6,1,2,5,3,4,6,2,3,3,6,1987,Male,6,,,,,
6/17/22 16:47,6/17/22 16:56,0,68.204.190.71,100,510,1,6/17/22 16:56,R_3j73B1kxAFTc1Xm,,,,,39.5953,-79.9229,anonymous,EN,1,strongly agree,slightly disagree,slightly disagree,strongly agree,slightly disagree,3,6,7,3,1,2,4,2,12,5,7,7,7,7,1,1,5,4,3,4,3,4,5,1,1,,,,,,,,,,2,4,7,7,1,6,1,3,2,6,6,3,4,1,4,5,5,2,1994,Female,2,,,,,
6/17/22 12:52,6/17/22 17:06,0,68.204.190.72,100,15228,1,6/17/22 17:06,R_umtHqYz77xfTLH3,,,,,34.1211,-117.4362,anonymous,EN,1,strongly disagree,slightly agree,slightly agree,strongly agree,strongly agree,2,6,2,2,4,2,6,6,12,6,2,2,1,2,6,1,4,4,6,1,4,2,4,6,2,,,,,,,,,,3,3,2,5,7,3,7,5,5,5,3,2,7,5,5,5,6,3,1996,Non-Binary,4,,,,,
6/17/22 17:54,6/17/22 18:00,0,68.204.190.73,100,330,1,6/17/22 18:00,R_1DqapeQnhr5GOWc,,,,,40.7123,-74.0068,anonymous,EN,1,disagree,strongly agree,neutral,,strongly disagree,1,7,3,3,7,1,7,3,12,5,1,4,6,3,4,1,4,2,5,5,2,3,2,5,1,,,,,,,,,,1,5,6,3,7,7,3,4,4,2,4,4,6,1,2,6,7,5,1988,Female,4,,,,,
6/17/22 17:46,6/17/22 18:00,0,68.204.190.74,100,842,1,6/17/22 18:00,R_2S3x3JZOdIlN7jH,,,,,33.9764,-117.3341,anonymous,EN,1,neutral,strongly agree,neutral,slightly disagree,slightly disagree,1,2,5,2,6,2,2,5,12,6,1,1,6,1,2,1,1,6,6,3,3,6,5,7,7,,,,,,,,,,3,1,2,1,7,5,7,2,4,3,7,2,7,3,4,2,5,7,1986,Non-Binary,7,7,7,7,7,7
6/17/22 17:55,6/17/22 18:04,0,68.204.190.75,100,578,1,6/17/22 18:04,R_2av3j0ZS27XuVdn,,,,,25.8532,-80.1797,anonymous,EN,1,neutral,strongly agree,agree,slightly agree,neutral,7,2,7,7,5,2,5,5,12,3,6,5,7,7,1,1,2,5,2,2,7,2,1,1,5,,,,,,,,,,1,2,5,4,6,6,6,3,2,4,2,5,4,4,3,4,7,5,1989,Non-Binary,7,7,7,7,7,7
6/17/22 18:29,6/17/22 18:42,0,68.204.190.76,100,760,1,6/17/22 18:42,R_2vcvQOa1pCzkKGu,,,,,36.1962,-115.2633,anonymous,EN,1,slightly agree,disagree,slightly disagree,strongly agree,neutral,3,3,5,4,4,3,3,2,12,7,5,1,1,4,2,1,1,4,1,5,6,3,1,6,4,,,,,,,,,,2,7,3,5,3,6,2,7,5,6,5,1,3,5,4,3,7,5,1999,Male,7,,,,,
6/17/22 18:51,6/17/22 18:56,0,68.204.190.77,100,335,1,6/17/22 18:57,R_2zpB9Zf0A2CPx0i,,,,,28.3056,-81.4197,anonymous,EN,1,slightly agree,disagree,neutral,slightly agree,neutral,3,4,6,5,2,6,2,1,12,4,6,3,1,6,3,1,6,6,1,3,1,2,1,2,1,,,,,,,,,,5,6,6,3,4,7,2,3,2,2,4,4,6,5,5,7,2,3,1987,Male,5,,,,,
6/17/22 20:46,6/17/22 20:53,0,68.204.190.78,100,401,1,6/17/22 20:53,R_2xDehsqkZgihxxf,,,,,39.4895,-104.8447,anonymous,EN,1,disagree,strongly disagree,neutral,disagree,agree,6,5,5,2,5,7,7,5,12,1,1,1,2,4,4,1,7,6,6,2,5,5,7,1,7,,,,,,,,,,2,3,1,4,4,4,7,4,6,4,6,2,5,5,2,1,2,6,1992,Non-Binary,4,,,,,
6/17/22 21:06,6/17/22 21:13,0,68.204.190.79,100,418,1,6/17/22 21:13,R_2zGZki0yeCRBDyJ,,,,,25.7806,-80.1826,anonymous,EN,1,slightly agree,slightly agree,neutral,slightly disagree,neutral,2,2,6,4,4,2,2,3,12,4,4,1,5,5,2,1,2,7,6,6,1,7,1,2,1,,,,,,,,,,5,7,6,3,2,6,6,7,2,3,7,7,5,3,5,1,3,3,1987,Female,7,7,7,7,7,7
6/17/22 21:43,6/17/22 21:58,0,68.204.190.80,100,940,1,6/17/22 21:58,R_32UQXmprF0an7se,,,,,33.956,-118.3887,anonymous,EN,1,slightly disagree,neutral,strongly agree,agree,disagree,6,4,2,6,1,4,7,1,12,3,2,6,5,1,4,1,2,7,3,2,1,5,2,1,2,,,,,,,,,,2,5,3,6,1,7,2,7,2,4,1,2,1,6,2,5,6,4,1985,Female,5,,7,,,
6/17/22 21:56,6/17/22 22:03,0,68.204.190.81,100,437,1,6/17/22 22:03,R_3fjJzvNAVjJfUNo,,,,,33.5982,-101.8758,anonymous,EN,1,agree,strongly disagree,disagree,disagree,disagree,1,2,2,6,4,5,1,5,12,5,6,2,3,1,7,1,3,5,4,6,7,6,3,2,1,,,,,,,,,,2,7,6,5,5,2,3,1,6,5,6,6,4,7,6,1,7,4,2002,Male,1,7,7,7,7,7
6/17/22 22:08,6/17/22 22:14,0,68.204.190.82,100,370,1,6/17/22 22:14,R_2qz7U0EFPwuiqkJ,,,,,33.8578,-117.7869,anonymous,EN,1,slightly disagree,slightly agree,slightly agree,strongly disagree,slightly disagree,1,1,7,5,6,2,7,1,88,3,7,6,7,1,7,1,5,5,1,4,2,3,2,1,3,,,,,,,,,,3,3,6,3,7,4,7,4,4,3,1,3,7,1,1,3,7,1,1992,Non-Binary,2,7,7,7,7,7
6/17/22 22:07,6/17/22 22:16,0,68.204.190.83,100,554,1,6/17/22 22:16,R_1ILaVzvC4ju0Edi,,,,,33.9258,-117.4899,anonymous,EN,1,strongly agree,slightly disagree,slightly agree,slightly disagree,agree,5,6,5,3,1,5,5,6,12,7,7,3,6,7,2,1,7,3,7,1,6,2,1,7,7,,,,,,,,,,1,5,3,5,7,5,6,4,2,4,7,5,5,1,2,2,7,4,1998,Non-Binary,5,,,,,
6/17/22 23:37,6/17/22 23:43,0,68.204.190.84,100,380,1,6/17/22 23:43,R_1kUJaLYn0CZqLDE,,,,,32.9074,-97.4257,anonymous,EN,1,disagree,neutral,agree,slightly disagree,slightly agree,4,4,6,7,7,3,6,2,12,7,4,4,4,5,6,1,5,3,6,5,3,1,7,5,3,,,,,,,,,,1,1,6,5,2,3,6,6,2,1,3,4,5,2,6,1,6,1,1990,Male,5,,,,,
6/18/22 7:38,6/18/22 7:43,0,68.204.190.85,100,306,1,6/18/22 7:43,R_2ZNDoOMQ5ZJhswU,,,,,27.96,-82.4614,anonymous,EN,1,strongly agree,strongly agree,strongly agree,slightly agree,strongly disagree,7,6,2,1,6,5,1,3,12,4,1,4,3,3,2,1,2,4,5,6,3,4,3,6,7,,,,,,,,,,3,6,1,2,6,4,3,5,5,4,1,7,2,4,6,3,1,7,2001,Non-Binary,3,,,,,
6/18/22 7:49,6/18/22 7:55,0,68.204.190.86,100,344,1,6/18/22 7:55,R_1IQ4FNVtSZmK6Hr,,,,,30.0955,-81.7198,anonymous,EN,1,slightly agree,strongly agree,neutral,disagree,neutral,4,1,7,4,4,3,6,4,12,5,5,4,3,2,6,1,3,2,7,3,1,2,3,2,3,,,,,,,,,,1,7,3,4,1,4,7,4,5,7,6,7,5,3,2,7,3,7,1985,Female,2,,,,,
6/18/22 8:40,6/18/22 8:50,0,68.204.190.87,100,595,1,6/18/22 8:50,R_30036Xe8vVqwY8E,,,,,32.9167,-117.0903,anonymous,EN,1,disagree,slightly disagree,strongly agree,slightly disagree,agree,7,5,6,1,5,4,1,1,12,4,4,2,2,4,3,1,5,5,2,5,5,4,5,6,4,,,,,,,,,,7,7,4,2,7,6,3,4,2,5,6,2,6,4,4,7,7,5,1990,Male,3,,,,,
6/18/22 9:03,6/18/22 9:03,0,68.204.190.88,100,24,1,6/18/22 9:03,R_27y7lwhA26pvxjR,,,,,36.1515,-86.792,anonymous,EN,1,agree,disagree,strongly agree,slightly disagree,slightly agree,1,6,6,5,2,5,6,2,12,1,1,3,3,1,6,1,7,2,7,2,2,7,5,2,3,,,,,,,,,,6,6,6,5,5,2,3,2,4,6,4,7,1,2,3,1,5,6,1988,Female,6,,,,,
6/18/22 8:52,6/18/22 9:08,0,68.204.190.89,100,972,1,6/18/22 9:08,R_31XeI4yPrmQdNzB,,,,,46.5922,-120.53,anonymous,EN,1,slightly disagree,strongly disagree,strongly agree,disagree,disagree,2,6,6,1,5,1,4,1,68,6,1,4,6,3,3,1,7,1,7,7,2,4,7,1,5,,,,,,,,,,3,7,3,1,4,4,4,7,1,6,4,6,6,5,5,6,4,6,1991,Non-Binary,6,7,7,7,7,7
6/18/22 9:44,6/18/22 9:52,0,68.204.190.90,100,498,1,6/18/22 9:52,R_3EbR8KZaEls7cRf,,,,,30.406,-86.7348,anonymous,EN,1,slightly agree,agree,agree,strongly agree,strongly agree,5,5,6,3,7,2,5,4,12,7,1,6,3,1,6,1,1,6,6,7,6,7,3,2,2,,,,,,,,,,3,7,5,1,6,2,4,3,5,7,1,2,2,5,7,2,6,5,2000,Male,5,,,,,
6/18/22 10:44,6/18/22 10:51,0,68.204.190.91,100,376,1,6/18/22 10:51,R_1Isch1o5jm9xJnz,,,,,29.572,-95.54,anonymous,EN,1,slightly disagree,strongly disagree,disagree,agree,disagree,4,6,4,5,1,7,6,6,12,6,5,3,1,1,2,1,6,2,3,4,2,7,1,4,2,,,,,,,,,,1,4,5,3,7,2,5,6,2,1,1,7,1,7,2,2,4,6,1997,Non-Binary,6,7,6,7,7,7
6/18/22 10:21,6/18/22 11:07,0,68.204.190.92,100,2807,1,6/18/22 11:07,R_33C2VARUO6nJl17,,,,,28.6344,-81.6221,anonymous,EN,1,slightly agree,slightly disagree,strongly agree,disagree,disagree,3,2,5,4,7,2,3,6,12,2,4,1,1,5,6,1,6,1,4,3,1,4,3,2,1,,,,,,,,,,3,3,1,7,6,2,4,1,5,5,2,7,4,3,2,7,6,4,1989,Male,7,7,7,7,7,7
6/18/22 11:10,6/18/22 11:14,0,68.204.190.93,100,253,1,6/18/22 11:14,R_2bIzIcdy27EhsoB,,,,,36.2625,-115.1732,anonymous,EN,1,slightly disagree,slightly disagree,disagree,disagree,slightly disagree,1,1,7,7,6,1,3,1,12,3,6,6,4,7,1,1,1,2,2,4,1,3,5,4,7,,,,,,,,,,7,3,3,5,3,7,5,2,4,7,6,7,1,2,3,3,4,6,1985,Female,3,7,7,7,7,7
6/18/22 11:21,6/18/22 11:31,0,68.204.190.94,100,609,1,6/18/22 11:31,R_3fI7ixuBMLLU3fR,,,,,28.6344,-81.6221,anonymous,EN,1,agree,agree,neutral,neutral,strongly disagree,1,3,6,5,4,1,1,3,12,6,3,5,4,3,3,1,4,3,5,5,7,4,6,4,5,,,,,,,,,,3,1,7,3,3,3,5,6,2,3,6,4,5,1,2,6,2,3,1988,Male,3,7,7,7,7,7
6/17/22 18:53,6/18/22 11:36,0,68.204.190.95,100,60177,1,6/18/22 11:36,R_1CyH4bV7VLe4jyf,,,,,37.2532,-80.4347,anonymous,EN,1,slightly agree,neutral,neutral,strongly disagree,strongly disagree,6,6,6,7,7,1,7,7,12,5,4,7,5,6,2,1,6,5,3,4,7,6,6,1,1,,,,,,,,,,6,7,4,5,2,2,3,6,2,7,7,6,1,2,1,7,2,2,1985,Female,3,5,5,5,5,5
6/18/22 11:33,6/18/22 11:56,0,68.204.190.96,100,1332,1,6/18/22 11:56,R_3FeW3vCgoAZ6DQJ,,,,,26.1864,-80.1285,anonymous,EN,1,neutral,agree,slightly disagree,strongly agree,slightly disagree,6,4,1,4,7,2,1,2,12,7,3,3,7,4,3,1,6,4,5,2,3,6,7,7,4,,,,,,,,,,5,5,5,1,2,6,1,7,6,6,5,7,7,6,1,2,6,1,1995,Male,4,7,7,7,7,7
6/18/22 11:18,6/18/22 11:58,0,68.204.190.97,100,2393,1,6/18/22 11:58,R_qLyKcuSfq5AVBW9,,,,,28.3089,-81.3708,anonymous,EN,1,slightly disagree,disagree,neutral,slightly agree,slightly agree,6,3,6,6,4,2,7,3,12,2,6,4,1,3,4,1,5,5,3,3,5,4,7,2,2,,,,,,,,,,5,7,6,5,2,2,7,1,5,1,3,6,6,2,4,1,7,3,1995,Non-Binary,2,,,,,
6/18/22 12:17,6/18/22 12:24,0,68.204.190.98,100,383,1,6/18/22 12:24,R_4H2PjVenmFVC1SF,,,,,34.2827,-118.8875,anonymous,EN,1,neutral,disagree,agree,strongly disagree,strongly agree,7,6,2,3,2,5,5,4,12,4,6,7,4,4,1,1,3,2,3,2,2,1,4,3,6,,,,,,,,,,1,5,6,7,3,3,2,4,4,1,7,5,1,2,7,2,6,1,2002,Male,1,,,,,
6/18/22 11:31,6/18/22 12:25,0,68.204.190.99,100,3274,1,6/18/22 12:25,R_6xmqUPxiIEPKkCZ,,,,,28.232,-82.7324,anonymous,EN,1,strongly disagree,neutral,slightly disagree,neutral,slightly disagree,6,5,1,5,6,3,5,1,12,2,1,1,4,1,1,1,1,6,1,7,5,7,3,6,1,,,,,,,,,,4,2,7,1,5,4,1,1,1,1,3,4,3,5,4,5,3,1,1990,Male,2,7,7,7,7,7
6/18/22 12:34,6/18/22 12:44,0,68.204.190.100,100,618,1,6/18/22 12:44,R_2XbcKO2p2ECzQpO,,,,,29.6959,-82.4042,anonymous,EN,1,slightly agree,strongly agree,strongly disagree,strongly disagree,slightly disagree,4,7,1,3,2,1,7,6,12,6,6,7,2,1,5,1,7,3,7,2,1,3,2,3,3,,,,,,,,,,2,3,3,1,7,7,1,5,3,7,7,1,6,5,3,1,6,5,1990,Female,3,,,,,
6/18/22 12:49,6/18/22 12:54,0,68.204.190.101,100,253,1,6/18/22 12:54,R_2YgPs86MnQWVLfc,,,,,35.2296,-80.843,anonymous,EN,1,slightly agree,agree,neutral,strongly agree,disagree,4,3,4,1,6,5,3,4,12,1,6,3,5,4,4,1,2,3,3,2,1,2,7,3,4,,,,,,,,,,2,4,4,3,1,2,4,2,5,4,4,4,4,5,4,6,4,2,1990,Female,3,6,6,6,6,6
6/18/22 13:05,6/18/22 13:10,0,68.204.190.102,100,296,1,6/18/22 13:10,R_2SivCn9ACG9zJ4S,,,,,29.1995,-82.0858,anonymous,EN,1,strongly disagree,slightly agree,slightly disagree,slightly disagree,disagree,2,3,2,2,5,4,6,7,12,7,3,2,3,2,1,1,2,7,7,3,1,3,5,6,1,,,,,,,,,,6,7,4,1,1,7,7,5,2,6,1,7,6,6,7,1,5,2,1996,Non-Binary,7,7,7,7,7,7
6/18/22 13:10,6/18/22 13:27,0,68.204.190.103,100,994,1,6/18/22 13:27,R_31zz1M4Au4pPxMQ,,,,,28.5978,-81.3024,anonymous,EN,1,strongly agree,strongly agree,disagree,slightly agree,slightly disagree,3,2,5,6,7,6,3,2,12,1,4,1,1,4,6,1,1,1,2,6,7,5,7,2,6,,,,,,,,,,4,2,2,6,4,4,3,1,1,6,5,2,7,1,3,6,3,4,1997,Male,5,7,7,7,7,7
6/18/22 13:44,6/18/22 14:01,0,68.204.190.104,100,1021,1,6/18/22 14:01,R_xno5eajB91KHHrz,,,,,33.9764,-117.3341,anonymous,EN,1,strongly disagree,strongly agree,slightly disagree,agree,slightly agree,7,7,2,4,2,4,4,4,12,1,3,4,3,5,2,1,5,5,1,5,2,1,1,7,6,,,,,,,,,,2,1,3,4,7,5,1,5,5,1,1,1,7,4,5,5,1,4,1998,Male,1,,,,,
6/18/22 14:13,6/18/22 14:31,0,68.204.190.105,100,1098,1,6/18/22 14:31,R_3qffksWph3z0BUo,,,,,28.7478,-82.4993,anonymous,EN,1,slightly agree,strongly disagree,neutral,slightly agree,neutral,2,4,4,3,1,6,6,4,12,4,1,2,3,3,6,1,5,1,4,4,3,3,4,7,1,,,,,,,,,,3,1,2,6,4,6,4,6,4,7,5,1,5,6,6,7,5,7,1997,Male,1,7,7,7,7,7
6/18/22 15:03,6/18/22 15:11,0,68.204.190.106,100,527,1,6/18/22 15:11,R_1LdSgNjBgOgWrAM,,,,,29.5799,-95.6085,anonymous,EN,1,disagree,slightly agree,slightly disagree,slightly agree,slightly disagree,5,2,7,3,7,5,3,5,12,5,7,6,6,3,5,1,5,3,1,7,2,3,5,4,1,,,,,,,,,,3,2,5,2,6,2,5,1,5,6,3,2,1,3,2,6,7,7,2001,Female,3,7,7,7,7,7
6/18/22 15:03,6/18/22 15:12,0,68.204.190.107,100,503,1,6/18/22 15:12,R_12P6HOmyNdkr0Wa,,,,,29.5799,-95.6085,anonymous,EN,1,slightly disagree,disagree,strongly agree,agree,neutral,1,1,6,6,7,7,5,5,12,3,6,2,4,3,4,1,4,2,5,1,5,1,3,1,2,,,,,,,,,,4,3,3,4,2,7,5,7,6,6,1,1,3,4,2,5,6,6,1990,Male,7,7,7,7,7,7
6/18/22 15:18,6/18/22 15:26,0,68.204.190.108,100,490,1,6/18/22 15:26,R_5on0wm0gFo2y2K5,,,,,30.2441,-81.6155,anonymous,EN,1,slightly agree,slightly agree,slightly agree,disagree,strongly disagree,6,2,2,3,2,6,2,3,12,4,3,1,6,7,4,1,1,1,2,3,1,4,2,6,7,,,,,,,,,,1,2,1,7,4,1,5,1,2,1,6,2,5,3,5,7,6,7,2001,Male,2,,,,,
6/18/22 17:17,6/18/22 17:30,0,68.204.190.109,100,786,1,6/18/22 17:30,R_3dFjkRJsw0ushBu,,,,,34.0849,-118.2943,anonymous,EN,1,strongly agree,strongly agree,slightly disagree,disagree,strongly agree,7,3,5,1,7,7,2,3,12,4,5,1,7,2,4,1,7,6,2,4,3,7,1,1,3,,,,,,,,,,7,3,7,5,7,2,2,4,3,4,5,5,5,4,3,5,2,6,1996,Male,4,,,,,
6/18/22 17:59,6/18/22 17:59,0,68.204.190.110,100,12,1,6/18/22 17:59,R_3j1kcDOnNtGsvHT,,,,,33.9258,-117.4899,anonymous,EN,1,disagree,strongly disagree,slightly agree,slightly agree,agree,1,4,1,4,2,2,4,6,12,7,2,7,5,4,7,1,4,4,4,7,6,3,4,7,2,,,,,,,,,,2,6,3,5,4,3,3,7,7,7,5,4,5,4,5,4,2,7,1986,Non-Binary,6,,,,,
6/18/22 18:05,6/18/22 18:13,0,68.204.190.111,100,432,1,6/18/22 18:13,R_2VIvYc2dY6Va2pG,,,,,39.249,-94.4232,anonymous,EN,1,agree,slightly agree,strongly agree,strongly disagree,strongly agree,2,2,2,2,3,4,2,4,12,1,1,4,1,1,6,1,1,1,1,3,3,4,6,2,7,,,,,,,,,,5,6,2,3,5,3,6,7,7,1,2,4,5,5,2,4,7,7,1989,Female,3,6,6,5,6,6
6/18/22 18:53,6/18/22 19:01,0,68.204.190.112,100,513,1,6/18/22 19:01,R_1jpNHs7c3Fpv9Yy,,,,,39.249,-94.4232,anonymous,EN,1,strongly agree,agree,slightly agree,strongly disagree,agree,6,1,4,7,1,2,1,5,12,6,5,5,1,4,4,1,7,4,1,6,2,4,3,6,7,,,,,,,,,,2,3,5,3,4,6,2,6,4,3,6,4,1,1,7,1,5,5,1983,Non-Binary,2,,,,,
6/18/22 19:03,6/18/22 19:05,0,68.204.190.113,100,95,1,6/18/22 19:05,R_1d0rs34bPeF9DxU,,,,,39.249,-94.4232,anonymous,EN,1,slightly disagree,slightly disagree,strongly agree,disagree,slightly agree,2,7,1,3,6,3,5,6,12,1,4,2,5,7,4,1,3,6,7,7,2,7,7,2,4,,,,,,,,,,4,2,4,2,6,4,1,1,1,3,5,5,7,5,6,1,2,2,1995,Non-Binary,2,,,,,
6/18/22 18:56,6/18/22 19:08,0,68.204.190.114,100,706,1,6/18/22 19:08,R_3NP1Nrx68GIkNoT,,,,,37.751,-97.822,anonymous,EN,1,slightly agree,strongly agree,disagree,neutral,strongly disagree,3,4,2,7,7,2,7,5,12,4,6,2,6,4,6,1,4,6,5,5,2,6,7,4,4,,,,,,,,,,4,7,7,2,4,2,5,1,5,1,2,5,2,5,2,2,2,1,1993,Male,2,,,,,
6/18/22 19:07,6/18/22 19:15,0,68.204.190.115,100,456,1,6/18/22 19:15,R_2uytyGjvjMn5QpI,,,,,36.1236,-115.2757,anonymous,EN,1,strongly agree,disagree,slightly agree,neutral,disagree,6,6,3,7,3,5,1,5,217,2,3,5,4,7,5,1,2,5,3,6,4,2,2,1,2,,,,,,,,,,3,2,1,4,2,1,4,1,1,3,5,2,1,1,1,3,6,4,1990,Non-Binary,5,7,7,7,7,7
6/18/22 19:10,6/18/22 19:20,0,68.204.190.116,100,568,1,6/18/22 19:20,R_2YD7tSBiRX1hwF6,,,,,28.0768,-82.446,anonymous,EN,1,slightly agree,neutral,strongly disagree,strongly agree,slightly agree,4,5,7,3,6,1,1,2,12,6,6,2,5,5,7,1,1,3,5,7,5,3,1,3,2,,,,,,,,,,4,7,3,4,2,7,2,7,5,6,1,4,2,4,6,6,4,5,1993,Female,6,,,,,
6/18/22 19:54,6/18/22 20:04,0,68.204.190.117,100,581,1,6/18/22 20:04,R_2TFbHES3gRQ8TN0,,,,,34.0779,-84.3024,anonymous,EN,1,disagree,neutral,strongly disagree,neutral,strongly disagree,6,6,3,1,6,7,4,5,12,7,2,4,6,7,6,1,2,3,7,4,7,7,6,4,3,,,,,,,,,,7,7,7,2,3,7,3,5,4,4,7,6,4,6,3,7,3,6,2002,Non-Binary,3,,,,,
6/18/22 20:19,6/18/22 20:36,0,97.90.203.139,100,980,1,6/18/22 20:36,R_1DI3wNKBUGgH70z,,,,,33.9449,-117.3834,anonymous,EN,1,strongly disagree,strongly agree,slightly agree,slightly agree,disagree,7,4,1,4,7,4,7,6,12,7,6,6,2,4,3,1,5,5,6,5,4,6,2,5,3,,,,,,,,,,5,4,2,1,6,2,6,1,2,1,5,4,2,5,1,2,5,4,1991,Female,4,,,,,
6/18/22 21:16,6/18/22 21:35,0,71.196.51.140,100,1096,1,6/18/22 21:35,R_29gfSmFZF8BXRdm,,,,,25.761,-80.2325,anonymous,EN,1,disagree,disagree,strongly agree,disagree,slightly disagree,3,5,7,6,1,2,2,2,12,7,2,6,7,6,7,1,2,5,6,6,2,4,3,3,2,,,,,,,,,,5,3,5,1,6,6,7,4,5,1,6,5,1,7,3,2,2,6,1996,Non-Binary,3,,,,,
6/19/22 6:21,6/19/22 6:31,0,66.229.17.158,100,572,1,6/19/22 6:31,R_3qKFcgNfoeO0180,,,,,25.9843,-80.2149,anonymous,EN,1,neutral,strongly agree,disagree,strongly disagree,slightly agree,4,7,3,1,5,6,2,6,12,4,3,6,7,6,7,1,5,5,7,4,7,3,4,3,4,,,,,,,,,,4,4,3,4,7,3,5,3,2,1,1,7,2,6,7,4,1,2,1984,Non-Binary,2,7,,,,7
6/19/22 7:43,6/19/22 7:49,0,68.239.28.68,100,377,1,6/19/22 7:49,R_3DbPZv9qwaUHkCl,,,,,42.3388,-71.0726,anonymous,EN,1,neutral,agree,slightly agree,slightly agree,slightly agree,7,6,2,4,1,3,2,6,12,1,4,6,2,7,1,1,5,7,3,6,1,6,6,7,1,,,,,,,,,,1,6,1,2,4,2,3,2,3,3,4,1,2,3,4,1,3,7,1983,Non-Binary,6,7,7,7,7,7
6/19/22 8:31,6/19/22 8:38,0,68.239.28.69,100,477,1,6/19/22 8:39,R_55e7f00THb4AV2x,,,,,27.935,-82.3772,anonymous,EN,1,strongly disagree,strongly agree,disagree,slightly disagree,slightly disagree,2,6,1,7,2,2,5,7,12,1,1,6,2,1,3,1,4,1,6,1,7,2,1,5,7,,,,,,,,,,5,2,7,6,7,5,4,6,2,1,1,3,6,5,5,2,3,6,1989,Non-Binary,5,6,7,7,7,7
6/19/22 8:39,6/19/22 8:46,0,146.70.57.10,100,424,1,6/19/22 8:46,R_3LiK5H5nW84UoRm,,,,,33.7485,-84.3871,anonymous,EN,1,strongly agree,strongly disagree,disagree,slightly disagree,slightly agree,6,3,3,1,5,3,3,3,181,2,1,4,7,2,7,1,6,4,1,2,3,7,1,7,7,,,,,,,,,,3,3,5,2,5,7,2,6,6,4,6,6,5,5,7,1,6,4,1989,Male,5,,,,,
6/19/22 8:20,6/19/22 9:11,0,71.190.244.226,100,3032,1,6/19/22 9:11,R_3ltN15U9reEUpk6,,,,,40.6286,-73.939,anonymous,EN,1,slightly agree,strongly agree,neutral,disagree,strongly disagree,4,3,2,1,7,2,5,2,12,5,5,3,5,3,2,1,1,4,4,5,4,2,6,2,3,,,,,,,,,,6,7,4,6,6,2,5,5,7,3,5,4,5,4,1,2,4,4,1984,Non-Binary,4,,,,,
6/19/22 9:16,6/19/22 9:31,0,174.29.72.0,100,892,1,6/19/22 9:31,R_tYvDsr3Y9gdpCQ9,,,,,39.7351,-105.0269,anonymous,EN,1,strongly disagree,slightly agree,disagree,strongly disagree,strongly disagree,7,1,2,6,7,6,1,2,12,6,4,2,4,4,3,1,5,5,1,7,5,1,1,4,2,,,,,,,,,,1,7,3,6,4,1,7,6,3,1,1,1,1,1,2,5,2,1,1995,Non-Binary,4,,,,,
6/19/22 9:28,6/19/22 9:43,0,104.136.9.167,100,949,1,6/19/22 9:43,R_3dEsXzPL2qEKJn8,,,,,28.2733,-81.1999,anonymous,EN,1,strongly agree,slightly disagree,strongly agree,strongly disagree,strongly agree,5,7,7,7,1,4,4,2,12,7,1,7,6,3,5,1,4,1,5,7,3,2,2,2,2,,,,,,,,,,7,1,1,3,6,7,7,7,3,4,7,2,6,1,1,5,5,2,1999,Non-Binary,1,,,,,
