"salary","satisfaction_level","average_monthly_hours"
"medium",0.21,266
"medium",0.67,241
"medium",0.73,245
"medium",0.85,261
"medium",0.54,157
"medium",0.74,286
"medium",0.71,263
"medium",0.76,229
"medium",0.85,159
"medium",0.82,196
"medium",0.71,133
"medium",0.79,228
"high",0.86,247
"low",0.9,215
"medium",0.65,233
"medium",0.53,237
"medium",0.51,269
"medium",1,246
"low",0.92,168
"low",1,168
"low",0.23,163
"low",0.52,142
"low",0.8,183
"low",0.59,264
"low",0.75,184
"low",0.99,138
"medium",0.57,195
"medium",0.87,251
"medium",0.52,108
"medium",0.57,144
"medium",0.32,112
"medium",0.66,201
"medium",0.53,204
"medium",0.55,226
"medium",0.66,217
"medium",0.69,149
"medium",0.67,237
"medium",0.75,256
"medium",0.7,194
"medium",0.71,202
"medium",0.97,133
"medium",0.5,246
"medium",0.34,206
"medium",0.67,204
"medium",0.78,157
"medium",0.52,187
"medium",0.91,211
"medium",0.79,204
"medium",0.83,182
"medium",0.74,244
"medium",0.77,184
"high",0.49,117
"high",0.94,230
"high",0.99,241
"high",0.69,227
"high",0.88,147
"high",0.89,240
"high",0.8,238
"high",0.22,262
"high",0.87,215
"high",0.66,211
"high",0.9,156
"high",0.95,180
"low",0.49,260
"low",0.71,228
"low",0.2,249
"low",0.95,242
"low",0.68,254
"low",0.93,272
"low",0.85,210
"low",0.82,140
"low",0.87,252
"low",0.88,266
"low",0.98,138
"low",0.89,220
"low",0.92,214
"low",0.48,121
"low",0.67,195
"medium",0.84,135
"medium",0.97,261
"medium",0.65,205
"medium",0.79,240
"medium",0.75,141
"medium",0.69,200
"medium",0.85,257
"medium",0.34,141
"medium",0.97,185
"medium",0.39,235
"medium",0.54,264
"medium",0.78,260
"high",0.49,158
"high",0.17,195
"high",0.98,180
"high",0.9,114
"high",0.24,228
"high",0.92,243
"high",0.36,179
"high",0.19,158
"low",0.75,254
"low",0.91,220
"low",0.72,171
"low",0.62,142
"low",0.97,241
"low",0.69,275
"low",0.98,157
"low",0.62,169
"medium",0.59,233
"medium",0.73,160
"medium",0.71,189
"medium",0.85,273
"medium",0.8,141
"medium",0.48,134
"medium",0.64,248
"medium",0.19,222
"medium",0.82,219
"medium",0.99,202
"medium",0.45,200
"medium",0.89,138
"medium",0.75,158
"medium",0.8,136
"medium",0.78,222
"medium",0.95,236
"medium",0.68,135
"medium",0.82,235
"medium",0.9,274
"medium",0.59,235
"medium",0.66,169
"medium",0.63,286
"medium",0.73,166
"high",0.63,236
"low",0.87,197
"medium",0.62,169
"medium",0.53,210
"medium",0.94,156
"medium",0.94,231
"medium",0.55,101
"medium",0.58,259
"medium",0.98,203
"medium",0.74,255
"medium",0.65,131
"medium",0.97,272
"low",0.58,253
"low",0.49,254
"low",0.69,214
"low",0.55,195
"low",0.65,240
"low",0.87,149
"low",0.12,276
"high",0.65,247
"low",0.23,212
"high",0.62,256
"high",0.86,178
"low",0.85,255
"low",0.74,224
"high",0.53,204
"low",0.99,104
"medium",0.48,113
"high",0.72,243
"medium",0.76,242
"medium",0.41,177
"medium",0.85,235
"medium",0.62,175
"high",0.16,280
"medium",0.58,205
"medium",0.73,243
"medium",0.28,150
"high",0.77,178
"medium",0.85,231
"high",0.56,134
"low",0.81,143
"medium",0.83,156
"medium",0.49,249
"medium",0.81,247
"medium",0.56,222
"low",0.77,160
"low",0.73,224
"low",0.95,235
"low",0.69,167
"low",0.79,104
"low",0.63,160
"low",0.8,168
"low",0.64,153
"low",0.92,249
"low",0.96,177
"high",0.56,225
"low",0.37,186
"low",0.5,133
"low",0.49,213
"low",1,245
"high",0.82,160
"low",0.52,212
"low",0.76,135
"low",0.2,149
"high",0.6,178
"low",0.69,224
"medium",0.93,196
"high",0.7,178
"medium",0.56,191
"high",0.97,167
"medium",0.24,275
"medium",0.83,168
"medium",0.55,152
"medium",0.68,263
"medium",0.48,113
"medium",0.75,253
"medium",0.61,271
"medium",0.5,165
"high",0.78,257
"low",0.61,244
"medium",0.48,179
"medium",0.93,248
"medium",0.78,224
"medium",0.92,236
"medium",0.71,213
"medium",0.15,238
"medium",0.14,153
"medium",0.56,247
"medium",1,154
"high",0.77,147
"low",0.86,150
"low",0.88,137
"low",0.85,179
"high",0.95,194
"low",0.65,224
"low",0.7,253
"low",0.6,177
"high",0.84,215
"low",0.23,245
"low",0.89,134
"low",0.98,273
"low",0.88,163
"low",0.87,152
"low",0.93,268
"low",0.13,149
"medium",0.99,128
"medium",0.52,218
"medium",0.58,146
"medium",0.85,190
"medium",0.41,182
"medium",1,162
"medium",0.63,243
"medium",0.63,141
"medium",0.63,142
"medium",0.59,203
"medium",0.88,168
"medium",0.72,149
"high",0.67,168
"low",0.41,190
"medium",0.3,229
"medium",0.83,249
"medium",0.73,162
"medium",0.87,163
"low",0.93,169
"low",0.97,257
"low",0.7,150
"low",0.66,183
"low",0.62,208
"low",0.56,158
"low",0.32,240
"low",0.55,251
"low",0.69,205
"low",0.91,226
"low",0.33,249
"low",0.37,197
"low",0.95,216
"low",0.17,260
"low",0.95,263
"low",0.27,177
"low",0.91,171
"low",0.49,148
"low",0.6,138
"low",0.52,183
"low",0.54,202
"medium",0.86,160
"medium",0.78,264
"medium",0.6,245
"medium",0.15,207
"medium",0.72,225
"medium",0.94,236
"medium",0.92,170
"medium",0.6,261
"medium",0.41,273
"medium",0.5,184
"medium",0.8,202
"medium",0.67,195
"high",0.71,266
"low",0.66,266
"medium",0.77,263
"medium",0.62,142
"medium",0.95,162
"medium",0.89,258
"low",0.74,170
"low",0.19,249
"low",0.83,171
"low",0.53,177
"low",0.98,188
"low",0.74,146
"low",0.22,154
"low",0.76,204
"low",0.89,224
"low",0.5,156
"low",0.17,259
"low",0.46,165
"low",0.68,264
"low",0.77,215
"low",0.68,133
"low",0.15,220
"low",0.7,176
"low",0.66,103
"low",0.54,155
"low",0.57,141
"low",0.78,150
"medium",0.14,171
"medium",0.73,179
"medium",0.65,145
"medium",0.31,176
"medium",0.77,172
"medium",0.68,243
"medium",0.79,209
"medium",0.92,196
"medium",0.77,225
"medium",0.48,261
"medium",0.63,157
"medium",0.92,259
"high",0.5,224
"low",0.52,193
"medium",0.73,157
"medium",0.99,223
"medium",0.91,188
"medium",0.85,217
"low",0.95,207
"low",0.67,153
"low",0.86,269
"low",0.71,198
"low",0.99,102
"low",0.57,167
"low",0.98,252
"low",0.62,192
"low",0.74,237
"low",0.7,158
"low",0.8,260
"low",0.65,153
"low",0.53,233
"low",0.43,180
"low",0.59,163
"low",0.16,211
"low",0.84,151
"low",0.78,249
"low",0.66,199
"low",0.7,247
"low",0.73,174
"medium",0.65,268
"medium",0.79,197
"medium",0.57,154
"medium",0.24,279
"medium",0.95,204
"medium",0.38,112
"medium",0.9,261
"medium",0.5,180
"medium",0.68,261
"medium",0.5,138
"medium",0.85,164
"medium",0.95,144
"high",0.92,244
"low",0.83,233
"medium",0.9,225
"medium",0.21,215
"medium",0.94,223
"medium",0.7,232
"low",0.54,157
"low",0.77,268
"low",0.62,158
"low",0.93,222
"low",0.81,210
"low",0.99,133
"low",0.78,224
"low",0.66,264
"low",0.9,237
"low",0.74,141
"low",0.65,238
"low",0.99,167
"low",0.83,161
"low",0.6,194
"low",0.55,217
"low",0.96,170
"low",0.83,243
"low",0.95,267
"medium",0.77,169
"medium",0.83,255
"medium",0.87,211
"medium",0.69,198
"medium",0.67,246
"medium",0.55,146
"medium",0.55,134
"medium",0.39,169
"medium",0.51,232
"medium",0.39,106
"medium",0.96,260
"medium",0.68,232
"high",0.67,173
"low",0.68,152
"medium",0.56,173
"medium",0.9,274
"medium",0.69,233
"medium",0.99,232
"low",0.42,156
"low",0.28,124
"low",0.55,207
"low",0.91,273
"low",0.53,219
"low",0.87,207
"low",0.57,248
"low",0.59,169
"low",0.76,181
"low",0.59,196
"low",0.5,254
"low",0.55,191
"low",0.92,238
"low",0.8,196
"low",0.93,228
"low",0.67,165
"low",0.78,144
"low",0.61,243
"low",0.74,206
"low",0.5,180
"low",0.84,161
"medium",0.89,196
"medium",0.77,152
"medium",0.64,231
"medium",0.77,215
"medium",0.74,233
"medium",0.88,155
"medium",0.88,182
"medium",0.89,165
"medium",0.74,257
"medium",0.63,155
"medium",0.63,243
"medium",0.68,184
"high",0.14,138
"low",0.86,209
"medium",0.73,205
"medium",0.57,191
"medium",0.97,270
"medium",0.67,97
"low",0.89,174
"low",0.8,124
"low",0.3,178
"low",0.14,266
"low",0.91,181
"low",0.49,233
"low",0.57,254
"low",0.59,219
"low",0.5,166
"low",0.69,158
"low",0.81,151
"low",0.79,98
"low",0.55,187
"low",0.92,266
"low",0.94,250
"low",0.67,193
"low",0.53,223
"low",0.77,189
"low",0.57,138
"low",0.64,268
"low",0.35,186
"medium",0.66,136
"medium",0.59,245
"medium",0.49,184
"medium",0.91,152
"medium",0.12,194
"medium",0.74,242
"medium",0.84,246
"medium",0.51,211
"medium",0.94,189
"medium",0.74,254
"medium",0.52,239
"medium",0.31,133
"high",0.72,255
"low",0.92,212
"medium",0.56,270
"medium",0.76,177
"medium",0.59,261
"medium",0.5,220
"low",0.88,144
"low",0.86,274
"low",0.66,195
"low",0.7,158
"low",0.98,145
"low",0.61,165
"low",0.57,270
"low",0.84,208
"medium",0.76,245
"medium",0.64,180
"medium",0.87,225
"medium",0.62,261
"medium",0.16,213
"medium",0.83,230
"medium",0.36,198
"medium",0.47,190
"medium",0.54,137
"medium",0.83,186
"medium",0.96,137
"medium",0.91,192
"medium",0.56,164
"medium",0.73,195
"medium",0.97,151
"medium",0.75,231
"medium",0.49,257
"medium",0.57,257
"medium",0.41,274
"medium",0.53,138
"medium",0.93,184
"medium",0.58,151
"medium",0.6,265
"medium",0.74,241
"medium",0.62,148
"medium",0.7,165
"medium",0.93,243
"medium",0.75,197
"medium",0.95,214
"medium",0.43,164
"medium",0.77,243
"medium",0.67,145
"medium",0.51,163
"medium",0.94,257
"medium",0.9,253
"medium",0.8,234
"medium",0.34,266
"low",0.45,181
"low",0.97,193
"low",0.5,163
"low",0.89,144
"low",0.76,245
"low",0.66,197
"low",0.74,180
"low",0.69,237
"low",0.59,170
"low",1,150
"low",0.61,100
"low",0.98,226
"low",0.59,222
"low",0.22,182
"low",0.71,150
"medium",0.86,244
"medium",0.65,271
"medium",0.93,167
"medium",0.49,128
"medium",0.78,149
"medium",0.62,141
"medium",0.72,149
"medium",0.7,107
"medium",0.54,189
"medium",0.61,169
"medium",0.84,208
"medium",0.8,197
"high",0.58,225
"high",0.97,175
"high",0.92,172
"high",0.96,237
"high",0.73,155
"high",0.73,148
"high",0.53,246
"high",0.17,193
"low",0.75,175
"low",0.76,121
"low",0.76,223
"low",0.92,259
"low",0.82,171
"low",0.38,170
"low",0.49,246
"low",0.53,175
"medium",0.56,185
"medium",0.69,168
"medium",0.62,171
"medium",0.71,201
"medium",0.52,148
"medium",0.2,189
"medium",0.93,166
"medium",0.74,150
"medium",0.78,253
"medium",0.85,243
"medium",0.79,250
"medium",0.92,228
"medium",0.58,186
"medium",0.68,213
"medium",0.9,233
"medium",0.67,265
"medium",0.79,226
"medium",0.23,221
"medium",0.98,253
"medium",0.8,134
"medium",0.77,188
"medium",1,160
"medium",0.6,164
"high",0.49,214
"low",0.91,228
"medium",0.97,149
"medium",0.71,175
"medium",0.62,195
"medium",0.61,222
"medium",0.21,249
"medium",0.64,226
"medium",0.61,117
"medium",0.58,255
"medium",0.41,155
"medium",0.98,185
"low",0.5,275
"low",0.98,226
"low",0.4,198
"low",0.63,198
"low",0.75,251
"low",0.82,237
"low",0.55,197
"high",0.44,136
"low",0.92,184
"high",0.57,159
"high",0.73,133
"low",0.82,198
"low",0.54,260
"high",0.64,154
"low",0.99,185
"medium",0.19,193
"high",0.86,167
"medium",0.65,165
"medium",0.52,253
"medium",0.85,142
"medium",0.61,186
"high",0.77,203
"medium",0.54,217
"medium",0.76,187
"medium",0.79,152
"high",0.89,150
"medium",0.6,191
"high",0.51,140
"low",0.2,123
"medium",0.93,170
"medium",0.77,227
"medium",0.8,220
"medium",0.8,258
"low",0.62,149
"low",0.79,192
"low",0.88,267
"low",0.96,169
"low",0.34,178
"low",0.34,165
"low",0.88,231
"low",0.66,260
"low",0.55,181
"low",0.59,243
"high",0.62,191
"low",0.78,200
"low",0.73,265
"low",0.71,246
"low",0.97,187
"high",0.21,141
"low",0.52,246
"low",0.73,236
"low",0.74,170
"high",0.26,189
"low",0.52,237
"medium",0.69,180
"high",0.79,157
"medium",0.93,258
"high",0.34,283
"medium",0.77,216
"medium",0.36,187
"medium",0.93,215
"medium",0.7,211
"medium",0.51,182
"medium",0.83,165
"medium",0.89,265
"medium",0.94,137
"high",0.8,269
"low",0.74,177
"medium",0.5,240
"medium",0.54,174
"medium",0.5,134
"medium",0.17,271
"medium",0.57,216
"medium",0.8,213
"medium",0.45,133
"medium",0.87,267
"medium",0.98,263
"high",0.55,260
"low",0.53,185
"low",0.75,284
"low",0.96,229
"high",0.71,189
"low",0.7,209
"low",0.33,166
"low",0.93,183
"high",0.64,181
"low",0.27,239
"low",0.99,158
"low",0.81,187
"low",0.6,236
"low",0.32,162
"low",0.48,163
"low",0.87,173
"medium",0.91,273
"medium",0.24,142
"medium",0.66,141
"medium",0.94,234
"medium",0.93,255
"medium",0.19,148
"medium",0.88,274
"medium",0.76,223
"medium",0.67,248
"medium",0.54,146
"medium",0.53,101
"medium",0.67,265
"high",0.5,175
"low",0.49,202
"medium",0.82,160
"medium",0.86,235
"medium",0.5,267
"medium",0.82,261
"low",0.95,148
"low",0.64,239
"low",0.91,178
"low",0.79,221
"low",0.83,269
"low",0.66,262
"low",0.92,263
"low",0.59,191
"low",0.6,189
"low",0.68,207
"low",0.58,265
"low",0.93,224
"low",0.66,229
"low",0.8,158
"low",0.28,202
"low",0.84,216
"low",0.86,220
"low",0.46,172
"low",0.94,187
"low",0.8,270
"low",0.13,219
"medium",0.95,243
"medium",0.93,261
"medium",0.86,179
"medium",0.67,133
"medium",0.73,224
"medium",0.62,198
"medium",0.53,135
"medium",0.68,143
"medium",0.69,234
"medium",0.66,177
"medium",0.98,180
"medium",0.57,193
"high",0.64,148
"low",0.71,194
"medium",0.94,271
"medium",0.8,135
"medium",0.59,136
"medium",0.95,243
"low",1,210
"low",0.53,163
"low",0.35,268
"low",0.73,244
"low",0.89,164
"low",0.21,260
"low",0.21,153
"low",0.6,216
"low",0.94,198
"low",0.92,196
"low",0.92,218
"low",0.71,167
"low",0.69,264
"low",0.26,284
"low",0.21,218
"low",0.36,192
"low",0.81,255
"low",0.54,251
"low",0.63,248
"low",0.86,157
"low",0.8,240
"medium",0.55,262
"medium",0.18,130
"medium",0.88,152
"medium",0.65,256
"medium",0.99,139
"medium",0.88,195
"medium",0.67,205
"medium",0.53,265
"medium",0.83,246
"medium",0.36,100
"medium",0.62,150
"medium",0.72,147
"high",0.79,244
"low",1,256
"medium",0.65,266
"medium",0.84,199
"medium",0.81,236
"medium",0.59,203
"low",0.78,156
"low",0.22,109
"low",0.96,248
"low",0.85,254
"low",0.12,166
"low",0.6,264
"low",0.93,266
"low",0.73,138
"low",0.7,151
"low",0.18,132
"low",0.81,133
"low",0.28,275
"low",0.74,275
"low",0.5,272
"low",0.83,201
"low",0.55,164
"low",0.77,224
"low",0.92,201
"low",0.59,169
"low",0.45,149
"low",0.76,271
"medium",0.89,137
"medium",0.73,208
"medium",0.65,231
"medium",0.14,196
"medium",0.3,159
"medium",0.53,184
"medium",0.66,257
"medium",0.84,234
"medium",0.74,239
"medium",0.56,255
"medium",0.42,146
"medium",0.29,103
"high",0.54,206
"low",0.8,253
"medium",0.89,245
"medium",0.92,261
"medium",0.87,217
"medium",0.76,172
"low",0.64,221
"low",0.83,246
"low",0.55,145
"low",0.83,168
"low",0.58,184
"low",0.67,186
"low",0.65,238
"low",0.89,203
"low",0.84,195
"low",0.5,264
"low",0.7,256
"low",0.79,268
"low",0.19,243
"low",0.89,136
"low",0.36,136
"low",0.62,165
"low",0.84,166
"low",0.65,267
"medium",0.65,233
"medium",0.87,141
"medium",0.66,249
"medium",0.83,102
"medium",0.89,268
"medium",0.91,139
"medium",0.91,168
"medium",0.83,259
"medium",0.87,248
"medium",0.62,274
"medium",0.54,169
"medium",0.84,190
"high",0.33,114
"low",0.79,191
"medium",0.31,263
"medium",0.68,166
"medium",0.52,247
"medium",0.54,203
"low",0.73,181
"low",0.49,229
"low",0.37,159
"low",0.53,151
"low",0.58,222
"low",0.2,163
"low",0.91,163
"low",0.53,138
"low",0.99,136
"low",0.97,207
"low",0.18,245
"low",0.83,130
"low",0.49,285
"low",0.74,204
"low",0.7,183
"low",0.97,246
"low",0.92,250
"low",0.94,176
"low",1,177
"low",0.5,169
"low",0.77,142
"medium",0.68,135
"medium",0.57,167
"medium",0.57,191
"medium",0.48,224
"medium",0.7,234
"medium",0.68,161
"medium",0.62,124
"medium",0.61,242
"medium",0.83,186
"medium",0.99,254
"medium",0.58,170
"medium",0.93,225
"high",0.66,263
"low",0.52,148
"medium",0.5,216
"medium",0.16,257
"medium",0.62,173
"medium",0.49,188
"low",0.56,188
"low",0.96,108
"low",0.5,179
"low",0.99,195
"low",0.54,265
"low",0.52,285
"low",0.81,202
"low",0.5,271
"low",0.51,202
"low",0.41,171
"low",0.62,180
"low",0.56,269
"low",0.96,231
"low",0.58,249
"low",0.66,228
"low",0.56,264
"low",0.56,210
"low",0.67,256
"low",0.72,137
"low",0.59,272
"low",0.95,185
"medium",1,264
"medium",0.56,238
"medium",0.52,98
"medium",0.88,248
"medium",0.58,271
"medium",0.86,180
"medium",0.19,181
"medium",0.6,182
"medium",0.82,204
"medium",0.64,170
"medium",0.83,139
"medium",0.57,159
"high",0.98,254
"low",0.54,168
"medium",0.72,256
"medium",0.89,209
"medium",0.41,193
"medium",0.93,142
"low",0.9,274
"low",0.38,276
"low",0.52,155
"low",0.99,220
"low",0.69,271
"low",0.76,175
"low",0.42,128
"low",0.78,104
"medium",0.37,173
"medium",0.89,190
"medium",0.93,167
"medium",0.98,187
"medium",0.65,259
"medium",0.3,138
"medium",0.97,251
"medium",0.84,189
"medium",0.76,149
"medium",0.5,246
"medium",0.48,146
"medium",0.56,204
"medium",0.99,184
"medium",0.65,174
"medium",0.92,196
"medium",0.88,223
"medium",0.99,198
"medium",0.96,141
"medium",0.55,273
"medium",0.71,209
"medium",0.72,135
"medium",0.23,100
"medium",0.78,193
"medium",0.82,229
"medium",0.49,104
"high",0.96,201
"high",0.5,206
"high",0.98,141
"high",0.85,150
"high",0.72,166
"high",0.78,252
"high",0.62,106
"high",0.64,171
"high",0.24,232
"high",0.84,172
"high",0.61,239
"high",0.79,222
"low",0.86,152
"low",0.7,198
"low",0.53,143
"low",0.58,157
"low",0.45,268
"low",0.86,183
"low",0.95,238
"low",0.51,214
"low",0.35,244
"low",0.99,221
"low",0.73,200
"low",0.44,226
"low",0.43,121
"low",0.81,249
"low",0.77,204
"medium",0.52,256
"medium",0.21,211
"medium",0.88,162
"medium",0.48,235
"medium",0.21,226
"medium",0.81,242
"medium",0.38,173
"medium",0.67,167
"medium",0.87,256
"medium",0.85,229
"medium",0.52,176
"medium",0.9,133
"high",0.85,203
"high",0.77,210
"high",0.61,198
"high",0.74,175
"high",0.56,245
"high",0.28,102
"high",0.86,192
"high",0.63,160
"low",0.85,211
"low",0.84,261
"low",0.98,191
"low",0.51,225
"low",0.71,157
"low",0.88,248
"low",0.16,159
"low",0.98,254
"medium",0.81,203
"medium",0.17,126
"medium",0.22,212
"medium",0.67,225
"medium",0.72,193
"medium",0.67,147
"medium",0.47,156
"medium",0.51,234
"medium",0.88,246
"medium",0.48,231
"medium",0.66,209
"medium",0.58,144
"medium",0.23,234
"medium",0.86,230
"medium",0.81,156
"medium",0.75,138
"medium",0.49,233
"medium",0.31,262
"medium",0.83,215
"medium",0.7,227
"medium",0.49,199
"medium",0.57,238
"medium",0.37,100
"high",0.69,179
"low",0.62,107
"medium",0.5,274
"medium",0.81,272
"medium",0.2,264
"medium",0.22,255
"medium",0.63,215
"medium",0.68,156
"medium",0.52,146
"medium",0.22,217
"medium",0.51,206
"medium",0.66,239
"low",0.26,232
"low",0.42,160
"low",0.86,237
"low",0.52,162
"low",0.95,138
"low",0.63,228
"low",1,151
"high",0.54,169
"low",0.9,147
"high",0.49,205
"high",0.81,140
"low",0.5,150
"low",0.7,191
"high",0.5,150
"low",0.98,255
"medium",0.86,230
"high",0.93,202
"medium",0.62,180
"medium",0.64,179
"medium",0.66,198
"medium",0.65,267
"high",0.89,166
"medium",0.77,162
"medium",0.4,128
"medium",0.36,114
"high",0.3,104
"medium",0.9,139
"high",0.23,214
"low",0.24,175
"medium",0.98,175
"medium",0.49,186
"medium",0.23,139
"medium",0.79,202
"low",0.21,165
"low",0.38,238
"low",0.17,179
"low",0.56,239
"low",0.97,195
"low",0.22,206
"low",0.84,194
"low",0.64,105
"low",0.78,256
"low",0.23,110
"high",0.99,185
"low",0.15,255
"low",0.24,174
"low",0.84,273
"low",0.82,248
"high",0.17,286
"low",0.72,248
"low",0.86,234
"low",0.75,162
"high",0.93,272
"low",0.75,260
"medium",0.45,151
"high",0.44,140
"medium",0.55,237
"high",0.78,252
"medium",0.5,178
"medium",0.96,268
"medium",0.72,244
"medium",0.77,225
"medium",0.89,223
"medium",0.58,149
"medium",0.75,190
"medium",0.77,167
"high",0.76,161
"low",0.87,218
"medium",0.95,212
"medium",0.73,150
"medium",0.2,181
"medium",0.55,120
"medium",0.21,229
"medium",0.91,139
"medium",0.61,151
"medium",0.89,230
"medium",0.65,193
"high",0.7,229
"low",0.79,222
"low",0.99,200
"low",0.52,134
"high",0.71,219
"low",0.21,197
"low",0.4,283
"low",0.74,149
"high",0.79,161
"low",0.88,264
"low",0.89,137
"low",0.61,144
"low",0.48,105
"low",0.81,196
"low",0.71,250
"low",0.92,253
"medium",0.99,199
"medium",0.74,130
"medium",1,257
"medium",0.81,127
"medium",0.59,153
"medium",0.9,260
"medium",0.98,247
"medium",0.56,250
"medium",0.86,136
"medium",0.82,210
"medium",0.94,183
"medium",0.68,255
"high",0.81,109
"low",0.59,173
"medium",0.54,266
"medium",0.77,257
"medium",0.62,103
"medium",0.58,105
"low",0.63,269
"low",0.78,154
"low",0.82,232
"low",0.73,215
"low",0.53,272
"low",0.88,221
"low",0.65,200
"low",0.57,254
"low",0.93,187
"low",0.83,192
"low",0.73,232
"low",0.78,221
"low",0.9,233
"low",0.59,166
"low",0.67,173
"low",0.59,184
"low",0.53,257
"low",0.56,226
"low",0.72,221
"low",0.81,205
"low",0.54,158
"medium",0.91,199
"medium",0.51,192
"medium",0.59,190
"medium",0.64,222
"medium",0.95,225
"medium",0.75,274
"medium",0.44,197
"medium",0.55,176
"medium",0.6,226
"medium",0.84,186
"medium",0.49,226
"medium",0.75,209
"high",0.35,182
"low",0.68,232
"medium",0.52,286
"medium",0.78,177
"medium",0.44,268
"medium",0.18,267
"low",0.37,211
"low",0.71,246
"low",0.55,220
"low",0.98,197
"low",0.88,188
"low",0.79,212
"low",0.96,230
"low",0.3,178
"low",0.59,226
"low",0.72,202
"low",0.59,191
"low",0.93,150
"low",0.49,235
"low",0.73,258
"low",0.53,247
"low",0.77,271
"low",0.45,129
"low",0.95,246
"low",0.86,157
"low",0.59,233
"low",0.95,153
"medium",0.7,142
"medium",0.56,241
"medium",0.5,186
"medium",0.76,154
"medium",0.85,263
"medium",0.98,150
"medium",0.65,277
"medium",0.44,240
"medium",0.55,222
"medium",0.16,140
"medium",0.16,213
"medium",0.75,272
"high",0.59,261
"low",0.48,236
"medium",0.18,154
"medium",0.8,271
"medium",0.8,154
"medium",0.15,207
"low",0.62,181
"low",0.21,165
"low",0.9,203
"low",0.51,197
"low",0.99,177
"low",0.71,273
"low",0.89,141
"low",0.74,158
"low",0.84,243
"low",0.4,188
