ID,sym_1,sym_2,sym_3,sym_4,sym_5,anger_1,anger_2,anger_3,anger_4,anger_5,SSOE_1,SSOE_2,SSOE_3,SSOE_4,SSOE_5,SSOE_6,WPSS_1,WPSS_2,WPSS_3,WPSS_4,WPSS_5,WPSS_6,GWPH_1,GWPH_2,GWPH_3,GWPH_4,GWPH_5,stability,onset,effort
1107,7,7,7,6,5,2,2,3,2,3,6,3,6,6,6,2,100,86,100,100,100,71,100,100,100,100,100,0,0,0
1108,5,7,7,7,6,1,1,3,1,1,6,2,7,7,4,3,100,100,100,100,100,100,100,100,94,100,100,1,0,1
1109,5,7,7,7,4,2,1,1,1,2,5,4,6,7,5,3,100,100,100,86,100,100,100,88,97,100,100,0,1,0
1110,6,7,7,6,4,2,5,3,1,4,6,4,6,6,7,6,100,100,100,100,100,100,100,100,100,100,100,1,0,1
1111,6,6,6,6,6,2,3,1,2,1,5,5,5,5,5,5,91,90,91,90,90,90,80,79,80,81,72,1,0,1
1112,4,6,6,3,4,2,2,5,3,3,6,4,3,5,5,5,91,87,92,83,94,87,80,75,76,78,84,1,1,1
1113,6,6,6,6,6,1,2,1,1,2,4,3,5,4,4,4,91,93,93,93,94,93,89,91,92,91,92,0,0,0
1114,6,6,7,5,4,5,4,4,1,4,5,4,6,6,6,5,100,100,100,100,100,100,100,100,85,100,100,1,1,1
1115,6,6,6,6,6,2,2,2,1,2,6,6,6,6,4,6,100,100,100,100,100,100,100,100,74,100,100,0,0,1
1116,7,7,6,7,2,2,7,2,2,4,4,4,4,4,6,6,80,81,80,81,80,81,80,80,82,80,81,1,0,1
1117,7,6,7,7,7,1,2,2,1,4,5,3,5,5,5,6,100,100,100,100,81,91,80,74,100,87,95,0,0,0
1118,7,7,7,7,7,2,2,2,1,2,5,6,7,5,5,3,95,95,96,98,98,96,99,90,92,96,98,1,0,1
1119,6,6,4,6,3,2,2,3,2,5,5,4,5,5,5,4,97,98,98,98,99,98,98,95,73,96,97,1,1,1
1120,6,6,7,6,5,2,2,1,1,3,5,5,5,6,6,5,100,100,100,100,100,100,100,100,100,100,100,0,0,1
1121,6,6,6,6,6,2,2,2,2,2,4,4,4,4,4,4,85,74,89,79,86,87,68,83,84,87,70,0,0,0
1122,7,7,6,6,7,2,1,3,3,6,7,4,6,5,6,3,100,100,100,100,100,100,91,100,90,100,100,1,1,1
1123,6,5,7,6,6,3,2,3,1,3,4,4,4,5,4,4,100,100,100,100,100,100,100,100,100,100,100,0,1,0
1124,6,6,7,6,6,2,6,3,1,4,4,3,5,5,5,5,80,81,99,90,91,81,77,85,77,79,81,1,1,0
1125,7,6,6,7,6,3,1,1,5,5,7,6,6,6,5,6,86,100,95,97,88,94,91,97,91,87,86,0,1,0
1126,5,6,6,4,6,3,5,3,3,4,5,5,5,5,5,5,80,80,84,85,86,87,70,70,75,77,79,1,1,0
1127,7,6,7,7,7,2,2,2,2,2,6,4,4,6,4,4,100,100,100,100,100,100,100,100,90,100,100,1,0,0
1128,5,5,5,5,5,2,3,2,2,3,5,5,5,5,5,5,80,88,88,85,80,84,88,84,87,87,86,1,1,0
1129,7,6,7,7,7,2,2,2,1,3,5,5,6,6,7,6,95,98,97,97,97,100,100,98,98,97,97,1,0,0
1130,6,7,6,6,6,2,3,2,1,2,6,6,6,6,6,6,100,91,94,97,96,95,100,99,96,97,99,0,0,1
1131,7,6,6,7,5,2,3,2,1,2,4,3,4,5,4,4,100,100,100,100,100,100,91,100,84,100,100,1,0,1
1132,6,6,6,6,6,2,6,3,1,3,5,5,5,5,5,5,70,81,91,90,80,80,81,75,76,81,80,0,1,1
1133,5,6,5,6,5,2,2,1,1,2,5,5,4,5,4,5,95,91,87,93,82,91,91,85,89,92,85,0,1,0
1134,6,6,6,6,6,2,2,2,2,2,6,6,6,6,6,6,90,100,94,98,100,99,96,100,86,82,94,1,1,1
1135,6,7,6,7,7,1,1,2,2,2,4,5,4,5,5,5,84,93,90,91,85,93,90,89,92,96,89,1,0,1
1136,6,6,6,6,6,2,2,2,1,2,5,5,5,5,5,5,100,100,100,100,100,100,100,100,99,100,100,0,1,0
1137,6,7,7,7,7,3,2,1,1,2,5,4,5,5,6,4,100,100,100,100,100,100,100,100,90,99,100,0,1,0
1138,5,5,5,5,4,3,5,4,3,4,4,3,4,5,5,5,81,91,99,92,88,91,91,91,91,94,94,1,1,1
1139,6,5,6,6,6,2,5,5,2,5,5,5,5,5,4,4,100,100,100,91,100,100,100,100,60,100,95,0,1,1
1140,7,7,7,7,5,1,2,2,1,2,4,4,7,6,7,4,100,100,100,100,100,100,100,100,100,100,100,1,0,0
1141,7,6,7,7,7,1,2,1,1,3,5,5,6,7,4,4,100,100,100,100,100,100,100,100,80,100,100,1,1,0
1142,7,7,7,7,6,1,5,1,1,2,4,5,5,5,5,4,95,100,100,96,96,97,91,86,84,98,96,0,0,0
1143,6,5,5,6,6,4,4,2,2,3,5,5,5,4,3,4,100,100,100,91,100,100,86,97,60,90,90,0,1,1
1144,6,7,7,4,4,2,2,2,3,4,4,4,5,6,6,4,100,100,100,100,100,100,100,100,100,100,100,1,0,1
1145,6,6,7,7,5,2,2,1,1,2,6,7,6,7,3,2,84,96,89,84,94,94,93,78,60,80,96,0,0,1
1146,6,5,6,6,6,2,4,1,1,3,5,4,5,6,4,4,100,100,100,100,100,100,100,100,100,100,100,1,0,1
1147,7,7,6,7,7,2,3,3,1,2,6,6,6,6,5,4,100,100,100,100,100,100,100,100,89,100,100,0,1,0
1148,6,5,6,5,3,2,6,2,2,3,4,5,5,5,6,6,70,81,90,82,90,82,94,75,80,88,93,1,1,0
1149,6,5,5,6,6,2,1,3,1,2,5,5,5,6,3,6,85,74,96,73,94,82,94,95,74,83,83,0,0,1
1150,5,4,6,7,6,2,5,1,1,2,6,4,6,7,4,4,100,100,100,90,100,100,100,96,100,96,100,0,0,0
1151,7,6,7,7,6,5,1,2,1,5,6,5,7,6,7,1,100,100,100,100,100,100,100,100,91,100,100,0,1,0
1152,7,5,7,7,7,2,2,2,1,4,4,4,5,5,5,5,100,100,100,99,99,100,100,100,100,100,100,1,1,0
1153,6,6,7,6,6,3,2,2,2,3,6,4,6,6,6,5,88,100,100,93,94,97,81,85,81,90,83,1,0,1
1154,6,7,7,6,6,2,1,2,1,2,5,1,5,6,7,6,100,100,100,100,100,100,100,100,97,100,100,0,0,0
1155,6,5,6,6,6,2,2,4,2,6,3,4,5,5,6,5,100,100,100,100,100,100,100,100,100,100,100,1,0,0
1156,6,6,6,6,6,2,3,3,2,3,6,5,5,6,5,6,90,68,96,89,90,87,82,70,79,88,75,0,1,0
1157,6,7,6,7,6,3,2,3,1,2,7,6,7,6,4,6,100,91,100,88,100,100,100,100,91,100,100,1,1,1
1158,7,7,7,6,6,1,3,1,1,2,6,2,7,7,6,2,100,100,100,100,100,100,96,90,91,91,97,1,1,1
1159,6,5,7,6,5,3,2,2,1,3,6,6,6,7,5,6,90,95,96,76,98,93,83,88,86,90,86,0,1,0
1160,6,7,6,5,6,1,2,2,1,3,3,3,4,4,6,5,95,100,100,98,100,100,95,83,100,99,98,1,1,0
1161,6,6,7,6,5,1,1,3,2,3,5,4,5,5,4,5,100,100,100,100,100,100,100,100,50,100,93,0,0,1
1162,6,6,5,6,4,2,4,2,3,2,4,5,5,5,5,5,67,86,78,79,82,85,74,84,87,82,82,1,0,0
1163,6,6,6,6,6,2,5,2,2,3,5,5,5,6,4,4,100,100,100,100,100,100,93,80,81,92,92,1,0,1
1164,7,6,7,7,7,2,2,2,1,3,5,5,5,6,6,5,100,100,100,100,100,100,97,97,100,90,100,0,1,0
1165,6,6,7,6,3,4,3,4,4,4,4,1,6,6,7,3,96,98,98,98,95,95,96,81,85,86,85,0,0,0
1166,6,6,5,6,4,3,3,3,1,3,5,4,6,6,6,6,62,60,99,100,100,74,84,84,79,88,84,0,1,0
1167,6,7,6,7,6,3,2,2,1,2,5,5,5,5,4,5,100,100,100,100,100,100,91,90,80,91,96,1,0,0
1168,6,6,6,6,6,2,2,4,1,3,3,3,5,4,4,2,96,95,95,86,95,70,80,91,70,95,86,0,0,0
1169,6,6,6,6,6,4,3,3,2,4,5,4,6,6,6,4,100,100,100,100,100,100,100,100,100,100,100,1,0,1
1170,7,5,7,7,4,2,6,3,3,2,5,3,5,6,4,6,100,100,100,100,99,99,100,100,100,100,100,1,0,1
1171,7,6,7,6,6,2,2,1,1,3,5,4,5,6,5,5,100,100,91,75,86,97,100,100,86,97,100,0,0,0
1172,6,5,6,6,5,2,2,3,1,4,6,4,6,4,2,4,100,100,100,100,100,100,100,100,80,100,100,1,1,0
1173,7,5,7,7,7,1,7,1,1,1,4,4,5,7,7,6,100,100,100,100,100,100,100,100,100,100,100,0,1,0
1174,5,6,6,5,6,3,3,2,2,3,6,3,6,7,7,5,100,100,81,81,91,100,100,90,90,100,100,1,0,1
1175,5,6,7,6,6,3,2,2,1,3,5,5,5,6,7,5,80,90,96,96,91,96,100,100,90,100,96,0,1,0
1176,6,5,6,5,6,2,2,2,1,1,5,3,4,5,5,4,90,91,90,79,81,92,91,80,80,79,89,1,0,0
1177,6,7,7,6,5,1,1,1,1,3,5,3,5,6,6,6,92,93,93,94,92,93,100,100,77,92,100,1,1,1
1178,7,5,7,7,7,1,2,1,1,4,5,2,4,6,7,5,100,100,100,100,100,100,100,100,86,100,100,1,0,1
1179,6,7,7,5,4,4,3,3,2,4,6,3,7,6,3,2,100,100,100,100,100,100,100,87,63,100,100,1,1,0
1180,6,4,6,6,6,2,2,2,4,2,5,5,5,5,5,5,83,84,85,85,85,86,90,90,81,91,100,0,1,0
1181,6,6,6,4,6,2,3,2,2,3,5,5,5,5,3,4,83,82,100,80,89,85,86,69,63,78,78,0,0,0
1182,6,6,6,6,6,2,3,4,2,4,6,5,5,6,7,6,96,91,95,93,89,93,96,97,93,97,98,0,1,1
1183,6,6,6,6,5,2,1,2,1,3,6,5,5,5,6,6,88,89,81,85,90,91,86,84,83,84,87,1,1,1
1184,6,6,6,6,6,3,2,2,2,2,4,4,3,6,4,4,91,100,100,78,80,92,100,91,80,100,100,1,1,0
1185,6,5,6,7,6,1,1,2,1,3,5,5,5,5,4,4,97,90,97,89,91,94,96,97,93,93,96,0,0,0
1186,6,7,6,6,7,2,7,2,1,2,6,3,6,5,4,4,100,100,100,100,97,98,75,100,100,91,91,1,0,1
1187,6,6,5,6,6,2,3,2,2,4,5,4,5,5,4,2,100,100,100,100,100,100,100,96,85,100,100,1,0,0
1188,5,6,6,4,5,4,4,3,2,4,6,4,6,6,5,6,73,84,86,85,93,91,82,87,62,84,84,1,0,0
1189,6,7,7,7,5,1,1,2,5,3,6,6,6,6,6,4,100,100,100,100,100,100,100,100,91,100,100,1,1,0
1190,4,6,5,5,6,3,3,6,3,5,5,6,6,5,4,4,91,93,100,80,100,99,92,91,99,82,93,1,0,1
1191,6,5,5,6,5,2,2,1,1,5,4,3,4,4,4,4,90,87,91,90,88,85,99,86,85,86,88,0,1,0
1192,6,7,6,6,6,2,2,3,2,3,6,6,6,6,6,6,90,91,91,91,91,91,91,91,91,90,91,1,1,0
1193,5,6,6,6,5,2,2,2,2,2,5,4,5,5,3,4,100,81,100,82,100,100,93,82,50,95,92,0,0,0
1194,5,5,5,5,4,3,5,3,3,5,5,5,5,5,3,5,90,92,91,93,95,93,89,89,90,88,90,0,0,1
1195,6,6,6,7,6,2,2,2,1,2,5,5,5,5,4,5,87,86,94,77,90,87,74,75,77,91,90,0,1,0
1196,6,6,6,6,6,3,3,3,3,4,5,5,5,5,2,4,100,85,98,100,100,93,100,84,100,100,100,0,0,0
1197,7,7,7,7,4,1,7,1,1,1,6,4,4,5,3,4,83,90,93,90,100,98,81,68,87,90,94,1,0,0
1198,6,6,7,7,6,2,3,3,2,3,5,3,6,6,5,5,100,100,100,91,85,99,92,87,72,90,90,1,0,1
1199,6,6,6,6,6,4,4,4,2,4,6,4,6,6,6,4,92,93,94,95,95,94,90,90,89,88,89,1,0,0
1200,6,6,7,6,6,4,3,3,2,4,6,6,6,6,4,4,100,90,100,90,100,90,100,96,89,100,100,0,0,0
1201,5,6,6,6,4,3,5,3,2,3,4,3,4,4,3,3,90,81,90,91,80,80,70,90,90,86,80,1,0,1
1202,6,7,6,7,6,1,6,1,1,3,7,4,6,7,6,3,100,100,100,100,100,100,100,100,92,100,100,1,1,0
1203,7,7,6,6,7,1,3,2,1,2,5,7,6,6,4,4,99,96,100,100,93,100,100,94,92,100,98,0,1,1
1204,6,6,6,6,6,2,2,2,2,2,5,5,5,5,4,5,100,100,100,100,100,100,100,100,86,100,100,0,1,0
1205,7,7,5,5,7,1,3,3,3,4,7,4,7,4,7,4,100,100,100,100,100,100,100,100,75,100,100,1,0,1
1206,6,7,6,6,7,1,6,1,1,5,5,6,5,5,6,6,90,100,100,90,94,96,100,100,92,97,95,0,1,1
1207,5,6,5,3,6,4,3,2,4,2,5,5,5,4,3,5,82,100,100,67,100,100,81,70,82,75,90,0,1,0
1208,6,6,6,6,5,3,2,2,2,3,5,3,5,6,5,2,100,100,100,100,100,100,92,100,91,92,95,0,0,1
1209,7,7,6,6,5,2,2,3,2,2,5,5,5,5,4,5,99,99,100,99,100,100,99,100,100,99,99,1,1,1
1210,6,7,6,5,5,2,5,3,2,2,6,5,6,6,4,5,100,100,100,100,100,100,99,93,92,100,100,1,1,0
1211,6,6,6,6,6,3,3,2,2,3,5,5,5,7,6,5,90,80,79,77,99,100,96,94,79,96,95,0,1,0
1212,7,7,7,6,4,1,4,2,1,2,6,1,7,7,7,3,100,100,100,99,100,100,100,100,90,100,100,1,0,0
1213,6,5,6,6,7,2,2,2,1,3,4,1,6,5,4,3,90,100,100,90,99,80,90,90,82,91,90,1,0,1
1214,6,6,6,6,6,1,6,1,1,4,5,2,4,4,4,4,91,90,90,90,90,90,90,91,90,90,90,1,0,0
1215,6,6,6,5,5,4,1,4,4,5,6,6,6,5,5,4,100,100,100,70,100,100,80,80,80,100,100,0,1,0
1216,6,6,6,6,6,2,2,2,2,3,6,3,6,6,5,6,100,100,100,100,100,100,100,100,90,100,90,0,0,1
1217,6,6,7,7,5,3,4,3,1,1,5,4,6,6,5,4,100,97,100,95,100,99,100,100,100,100,100,0,0,0
1218,6,7,6,6,5,3,3,3,1,4,7,7,7,7,5,2,100,100,100,100,100,80,100,91,80,96,100,1,0,1
1219,6,6,6,6,6,3,4,2,1,2,5,6,5,5,5,5,80,91,90,69,90,85,90,85,85,81,90,0,1,0
1220,7,6,6,7,7,3,3,2,1,3,5,2,6,5,6,4,99,94,98,90,96,90,86,89,89,94,95,0,1,0
1221,5,6,6,6,6,3,3,2,2,3,6,6,5,6,6,5,96,81,96,100,96,100,90,94,98,100,100,0,0,0
1222,5,5,6,5,6,2,3,3,4,5,3,3,6,5,5,3,83,84,86,71,85,84,73,68,89,86,96,1,0,1
1223,6,6,6,6,6,2,2,2,1,2,6,4,6,5,5,4,97,98,98,93,100,98,99,92,71,94,95,0,0,0
1224,4,6,5,5,4,3,3,3,2,4,4,4,5,5,4,4,90,91,91,91,84,85,82,91,90,82,89,0,0,0
1225,6,6,6,6,5,2,3,2,1,2,6,5,6,6,5,4,96,96,97,92,96,92,95,94,94,94,96,0,0,0
1226,6,6,7,6,5,3,2,5,2,4,6,3,5,6,6,5,87,93,96,91,90,91,94,100,90,98,91,1,1,0
1227,4,5,7,6,4,5,4,3,1,5,4,2,3,7,5,7,100,77,76,100,50,89,96,79,71,57,99,1,1,1
1228,4,5,6,6,6,2,2,2,2,4,4,4,4,4,4,4,88,88,88,87,88,87,87,87,50,87,81,0,1,0
1229,6,5,6,6,6,1,4,2,3,1,6,6,6,5,6,5,100,91,94,80,100,86,100,91,81,80,90,0,1,1
1230,7,6,7,6,6,2,2,3,1,4,5,4,5,5,4,5,100,90,100,91,100,100,100,80,100,100,100,1,1,1
1231,6,3,6,6,4,2,4,3,2,4,4,4,5,5,4,5,70,70,89,89,90,91,85,69,70,77,81,1,0,1
1232,6,6,7,6,6,2,5,2,2,3,5,4,6,6,7,3,99,98,100,100,99,99,95,98,89,96,99,0,0,0
1233,6,6,7,7,6,3,2,3,1,2,5,5,6,6,5,5,92,90,90,90,92,92,93,90,92,93,94,0,1,1
1234,6,7,7,6,6,1,5,1,1,2,5,5,5,6,6,6,90,91,100,100,100,90,100,91,75,100,91,1,0,0
1235,6,6,6,6,6,2,3,3,2,4,5,5,6,5,5,2,96,86,96,90,100,94,99,97,97,97,94,0,1,0
1236,6,6,6,6,6,3,3,3,2,3,4,5,5,5,5,5,100,99,99,99,100,100,100,81,80,100,100,1,1,1
1237,6,5,6,5,4,2,5,3,1,4,5,1,5,6,6,5,100,100,94,93,86,100,94,96,79,100,92,1,1,0
1238,7,5,6,7,6,2,2,3,1,3,5,4,4,5,3,4,99,99,98,75,99,99,90,99,81,80,99,1,0,1
1239,4,7,5,5,6,5,3,3,2,6,5,3,5,5,6,3,91,91,89,81,88,88,90,79,69,88,81,1,0,1
1240,6,6,6,5,6,3,4,4,2,4,5,4,6,5,5,4,99,91,100,100,100,92,82,92,90,99,99,1,1,0
1241,7,5,6,6,6,4,2,3,2,5,5,5,5,6,3,4,91,91,100,70,91,81,49,92,98,98,90,1,1,0
1242,6,6,6,6,6,2,3,2,2,2,5,5,5,4,3,6,83,74,100,86,85,89,73,84,82,86,90,1,1,0
1243,6,6,6,6,6,2,2,2,2,2,6,6,6,6,4,4,95,97,96,91,94,95,94,96,86,96,91,0,0,0
1244,6,6,7,6,5,2,2,2,3,2,5,6,5,5,3,3,100,90,100,80,100,100,100,90,91,100,91,1,1,0
1245,5,4,6,6,6,3,2,4,2,4,5,2,5,6,2,5,80,99,81,81,81,80,90,91,70,70,92,0,1,1
1246,6,6,6,5,6,2,4,2,2,2,6,3,6,6,5,5,90,80,90,80,89,91,80,90,86,75,85,0,0,0
1247,6,6,5,5,5,4,4,3,1,4,4,4,4,4,4,4,89,90,90,91,98,100,83,94,94,91,80,0,0,1
1248,6,6,6,6,6,3,4,4,2,2,6,3,6,6,6,4,92,94,91,99,88,100,94,89,100,100,84,1,1,1
1249,6,6,6,6,6,3,3,2,2,3,5,5,6,6,6,4,100,100,100,100,90,85,91,91,100,90,91,1,0,0
1250,6,6,6,6,4,1,5,3,1,4,3,3,5,6,5,3,96,82,98,95,99,96,99,94,65,88,89,1,0,1
1251,5,5,6,7,6,3,3,2,2,3,6,1,4,6,5,5,81,100,100,78,91,82,68,88,82,95,100,1,0,1
